occupation_item_id	count	text_data	context	class_type
22336956	93	humanitarian	person dedicated to the help of people	occupation
11085831	340	interpreter	person who works with translating and communicating in different languages	occupation
1731155	1429	orientalist	person who studies Oriental cultures	occupation
64733534	179	collector of fairy tales		occupation
3410028	852	psychoanalyst	psychiatrist or psychotherapist who specializes in psychoanalysis	occupation
222982	975	flying ace	Distinction given to fighter pilots	occupation
618694	492	fighter pilot	military aviator trained to engage in air-to-air, and often air-to-ground, combat	occupation
202883	2412	veterinarian	professional who treats disease, disorder, and injury in animals	occupation
48352	22	head of state	official who holds the highest-ranked executive position in a sovereign state	occupation
1999841	620	faqih	expert in Islamic jurisprudence	occupation
19641	10	marja'	highest clerical rank in Usuli Twelver Shia Islam	occupation
27628370	1	Commander-in-Chief of the Iranian Armed Forces		occupation
9334029	199	satirist	author of satirical texts	occupation
19698265	314	fashion photographer	person who photographs fashion items	occupation
957729	1353	photojournalist	journalism occupation	occupation
758780	608	gardener	person who tends gardens	occupation
16031530	658	music theorist	person who studies music theory	occupation
17484288	322	ethnomusicologist	person studying ethnomusicology	occupation
19643	118	queen regnant	female monarch who rules a country in her own right	occupation
3264451	903	cardiologist	physician who specializes in cardiology	occupation
3243461	587	collector	person whose occupation or hobby is collecting things	occupation
19361459	255	assyriologist		occupation
16029547	3437	biathlete	sportsperson taking part in winter biathlon competitions	occupation
19960661	50	biathlon coach	coach for the sport biathlon	occupation
12912932	140	mufassir	author of tafsir (explanations or interpretations of religious texts, usually the Qur'an)	occupation
20725072	132	torturer	criminal occupation	occupation
15949613	963	short story writer	author or writer of short stories	occupation
752129	1423	astrophysicist	person who is occupied in astrophysics	occupation
22813352	327	traveller	person who travels or makes voyages	occupation
42331263	132	American football coach	coach of American football	occupation
13581129	778	orienteer	sportsman practicing orienteering competitions	occupation
2732142	2390	statistician	person who works with theoretical or applied statistics	occupation
13219587	6156	figure skater	sportsperson who takes part in figure skating tournaments	occupation
2998308	53	cosmologist	astronomer who studies cosmology	occupation
188784	529	superhero	"type of stock character usually possessing ""supernatural or superhuman powers"" and dedicated to protecting the public"	occupation
3562775	131	thief	person who has carries out a theft	occupation
17318006	121	freediver	person who dives underwater without breathing apparatus	occupation
12013238	1171	ophthalmologist	physician who practices ophthalmology	occupation
14565331	163	logician	person specializing in formal logic	occupation
18930418	25	analytic philosopher		occupation
18930236	18	philosopher of language		occupation
6606110	2689	industrialist	owner or operator of a factory or manufacturing business	occupation
685433	223	salesperson	person whose job it is to sell things	occupation
2159907	1187	criminal	person who has committed a crime	occupation
1533366	117	Queen's Counsel	jurist appointed by letters patent	occupation
1642960	346	pundit	someone who offers to mass media their opinion, may be used derogatory	occupation
354034	247	type designer	person who designs typefaces	occupation
2000124	480	postage stamp designer	person who designs postage stamps	occupation
600751	702	prosecutor	supreme representative of the prosecution (of the state)	occupation
144662	216	sports agent	agent who procures and negotiates employment and endorsement contracts for an athlete	occupation
9149093	2379	mountaineer	person who climbs mountains	occupation
21244999	209	forestry scientist	profession	occupation
15306067	1379	triathlete	person who takes part in triathlons	occupation
2560600	32	tool and die maker		occupation
1955150	1098	musical instrument maker	manufacturer of musical instruments	occupation
247797	167	customs officer	profession	occupation
157802	25	Margrave	originally the medieval title for the military commander of the border provinces of the Holy Roman Empire or of a kingdom	occupation
1544133	321	game author	author of games	occupation
335757	272	assessor	judge's or magistrate's assistant	occupation
2259532	2714	cleric	member of the clergy of a religion	occupation
18581305	4393	beauty pageant contestant	participant in a beauty contest	occupation
16334509	189	pteridologist	botanist who studies ferns	occupation
